ticker,company_name,quarter_end,filing_date,fiscal_year,fiscal_quarter,accession_number,form,total_assets,assets_current,cash,accounts_receivable_net,inventory_net,prepaid_expense_current,ppe_net,other_assets_noncurrent,liabilities_current,stockholders_equity,net_income,goodwill,intangibles_net,total_liabilities,assets_noncurrent,liabilities_noncurrent,marketable_securities
CW,CURTISS WRIGHT CORP,2011-09-30,2011-11-04,2011,Q3,0000026324-11-000010,10-Q,2451392000.0,1019424000.0,54982000.0,,328954000.0,,430283000.0,10174000.0,666493000.0,1241837000.0,34360000.0,742086000.0,248278000.0,1209555000.0,,,
CW,CURTISS WRIGHT CORP,2012-03-31,2012-05-07,2012,Q1,0000026324-12-000004,10-Q,2733725000.0,1249411000.0,231064000.0,,342741000.0,,440545000.0,9350000.0,521207000.0,1299532000.0,41312000.0,763960000.0,257844000.0,1434193000.0,,,
CW,CURTISS WRIGHT CORP,2012-06-30,2012-08-03,2012,Q2,0000026324-12-000006,10-Q,2682639000.0,1213559000.0,213081000.0,,354483000.0,,436763000.0,10546000.0,470187000.0,1298360000.0,22740000.0,759660000.0,251697000.0,1384279000.0,,,
CW,CURTISS WRIGHT CORP,2012-09-30,2012-11-09,2012,Q3,0000026324-12-000008,10-Q,2705705000.0,1226097000.0,239546000.0,,355383000.0,,438597000.0,12776000.0,615098000.0,1314770000.0,11299000.0,767825000.0,247614000.0,1390935000.0,,,
CW,CURTISS WRIGHT CORP,2013-03-31,2013-05-02,2013,Q1,0000026324-13-000003,10-Q,3226674000.0,1232856000.0,118797000.0,,427424000.0,,495631000.0,14646000.0,619924000.0,1310478000.0,20943000.0,1038483000.0,442780000.0,1916196000.0,,,
CW,CURTISS WRIGHT CORP,2013-06-30,2013-08-02,2013,Q2,0000026324-13-000009,10-Q,3228941000.0,1255693000.0,143043000.0,,436291000.0,,493400000.0,13182000.0,609284000.0,1383888000.0,33370000.0,1033887000.0,430545000.0,1845053000.0,,,
CW,CURTISS WRIGHT CORP,2013-09-30,2013-11-01,2013,Q3,0000026324-13-000013,10-Q,3289166000.0,1295229000.0,171362000.0,,456884000.0,,504413000.0,14796000.0,501591000.0,1452157000.0,36361000.0,1047880000.0,425620000.0,1837009000.0,,,
CW,CURTISS WRIGHT CORP,2014-03-31,2014-05-01,2014,Q1,0000026324-14-000010,10-Q,3458635000.0,1320806000.0,127967000.0,,467708000.0,,515811000.0,25446000.0,499625000.0,1596344000.0,35164000.0,1125605000.0,470967000.0,1862291000.0,,,
CW,CURTISS WRIGHT CORP,2014-06-30,2014-07-31,2014,Q2,0000026324-14-000022,10-Q,3506635000.0,1409565000.0,194140000.0,,465886000.0,,506350000.0,26022000.0,546664000.0,1634573000.0,36391000.0,1117981000.0,446717000.0,1872062000.0,,,
CW,CURTISS WRIGHT CORP,2014-09-30,2014-10-30,2014,Q3,0000026324-14-000030,10-Q,3453823000.0,1610682000.0,222471000.0,,403924000.0,,464683000.0,22827000.0,576080000.0,1597592000.0,25033000.0,991487000.0,364144000.0,1856231000.0,,,
CW,CURTISS WRIGHT CORP,2015-03-31,2015-04-30,2015,Q1,0000026324-15-000009,10-Q,3125399000.0,1340848000.0,215594000.0,,390188000.0,,439305000.0,24243000.0,483341000.0,1400707000.0,15991000.0,983996000.0,337007000.0,1724692000.0,,,
CW,CURTISS WRIGHT CORP,2015-06-30,2015-07-30,2015,Q2,0000026324-15-000024,10-Q,3112611000.0,1334647000.0,244980000.0,,400670000.0,,433747000.0,18942000.0,465141000.0,1408600000.0,25737000.0,991283000.0,333992000.0,1704011000.0,,,
CW,CURTISS WRIGHT CORP,2015-09-30,2015-10-29,2015,Q3,0000026324-15-000027,10-Q,3014701000.0,1266589000.0,247925000.0,,406606000.0,,422251000.0,24597000.0,458556000.0,1320061000.0,33884000.0,979087000.0,322177000.0,1694640000.0,,,
CW,CURTISS WRIGHT CORP,2016-03-31,2016-05-05,2016,Q1,0000026324-16-000043,10-Q,2963652000.0,1260204000.0,337263000.0,,403027000.0,,407114000.0,11707000.0,457179000.0,1286707000.0,32819000.0,978624000.0,306003000.0,1676945000.0,,,
CW,CURTISS WRIGHT CORP,2016-06-30,2016-07-28,2016,Q2,0000026324-16-000049,10-Q,2979180000.0,1310292000.0,383151000.0,,397562000.0,,393909000.0,14631000.0,482318000.0,1274271000.0,39963000.0,967850000.0,292498000.0,1704909000.0,,,
CW,CURTISS WRIGHT CORP,2016-09-30,2016-10-27,2016,Q3,0000026324-16-000052,10-Q,3013984000.0,1363133000.0,452053000.0,,399638000.0,,387458000.0,15277000.0,488015000.0,1287015000.0,45932000.0,964446000.0,283670000.0,1726969000.0,,,
CW,CURTISS WRIGHT CORP,2017-03-31,2017-05-04,2017,Q1,0000026324-17-000007,10-Q,3017873000.0,1190109000.0,272906000.0,,395183000.0,,389250000.0,14493000.0,624817000.0,1324355000.0,32547000.0,1071145000.0,352876000.0,1693518000.0,,,
CW,CURTISS WRIGHT CORP,2017-06-30,2017-07-27,2017,Q2,0000026324-17-000015,10-Q,3121274000.0,1287104000.0,342711000.0,,396245000.0,,390520000.0,14715000.0,653791000.0,1393165000.0,50650000.0,1082944000.0,345991000.0,1728109000.0,,,
CW,CURTISS WRIGHT CORP,2017-09-30,2017-10-26,2017,Q3,0000026324-17-000017,10-Q,3221224000.0,1389279000.0,432191000.0,,397270000.0,,387699000.0,15508000.0,669238000.0,1474476000.0,63944000.0,1089781000.0,338957000.0,1746748000.0,,,
CW,CURTISS WRIGHT CORP,2018-03-31,2018-05-03,2018,Q1,0000026324-18-000005,10-Q,3179059000.0,1352777000.0,396518000.0,,386787000.0,,385287000.0,18689000.0,541285000.0,1578975000.0,43643000.0,1099450000.0,322856000.0,1600084000.0,,,
CW,CURTISS WRIGHT CORP,2018-06-30,2018-07-26,2018,Q2,0000026324-18-000013,10-Q,3230188000.0,1284243000.0,218898000.0,,436250000.0,,374995000.0,18292000.0,595684000.0,1576096000.0,74788000.0,1103562000.0,449096000.0,1654092000.0,,,
CW,CURTISS WRIGHT CORP,2018-09-30,2018-10-31,2018,Q3,0000026324-18-000018,10-Q,3276071000.0,1346334000.0,245917000.0,,429267000.0,,369996000.0,20178000.0,597442000.0,1621277000.0,74483000.0,1097268000.0,442295000.0,1654794000.0,,,
CW,CURTISS WRIGHT CORP,2019-03-31,2019-05-24,2019,Q1,0000026324-19-000014,10-Q/A,,,,,,,,,,,55593000.0,,,,,,
CW,CURTISS WRIGHT CORP,2019-03-31,2019-05-09,2019,Q1,0000026324-19-000005,10-Q,3328802000.0,1238739000.0,154428000.0,,447022000.0,,375296000.0,20159000.0,603268000.0,1585580000.0,55593000.0,1111342000.0,444741000.0,1743222000.0,,,
CW,CURTISS WRIGHT CORP,2019-06-30,2019-08-01,2019,Q2,0000026324-19-000018,10-Q,3426640000.0,1336652000.0,216344000.0,,436190000.0,,375582000.0,32918000.0,637869000.0,1652296000.0,80072000.0,1112781000.0,433517000.0,1774344000.0,,,
CW,CURTISS WRIGHT CORP,2019-09-30,2019-10-31,2019,Q3,0000026324-19-000022,10-Q,3482309000.0,1416286000.0,297712000.0,,430086000.0,,373718000.0,32765000.0,648105000.0,1701140000.0,82510000.0,1104796000.0,420458000.0,1781169000.0,,,
CW,CURTISS WRIGHT CORP,2020-03-31,2020-05-07,2020,Q1,0000026324-20-000012,10-Q,3631394000.0,1282935000.0,157757000.0,,449254000.0,,384175000.0,22820000.0,629057000.0,1669837000.0,51761000.0,1175685000.0,487097000.0,1961557000.0,,,
CW,CURTISS WRIGHT CORP,2020-06-30,2020-08-04,2020,Q2,0000026324-20-000029,10-Q,3642671000.0,1267209000.0,155383000.0,,461902000.0,,381226000.0,26613000.0,661978000.0,1713295000.0,31018000.0,1197194000.0,489208000.0,1929376000.0,,,
CW,CURTISS WRIGHT CORP,2020-09-30,2020-10-29,2020,Q3,0000026324-20-000032,10-Q,3959780000.0,1580753000.0,426821000.0,,460585000.0,,379859000.0,29805000.0,665834000.0,1799463000.0,64620000.0,1207881000.0,476864000.0,2160317000.0,,,
CW,CURTISS WRIGHT CORP,2021-03-31,2021-05-06,2021,Q1,0000026324-21-000011,10-Q,3981050000.0,1286739000.0,147069000.0,,446632000.0,,369970000.0,32866000.0,734802000.0,1838164000.0,59469000.0,1465224000.0,583195000.0,2142886000.0,,,
CW,CURTISS WRIGHT CORP,2021-06-30,2021-08-04,2021,Q2,0000026324-21-000018,10-Q,4084985000.0,1401390000.0,197508000.0,,446689000.0,,366789000.0,31230000.0,774472000.0,1894704000.0,61408000.0,1466735000.0,568604000.0,2190281000.0,,,
CW,CURTISS WRIGHT CORP,2021-09-30,2021-11-04,2021,Q3,0000026324-21-000022,10-Q,4083301000.0,1423809000.0,234416000.0,,433140000.0,,360314000.0,32921000.0,765143000.0,1900060000.0,69703000.0,1461313000.0,552514000.0,2183241000.0,,,
CW,CURTISS WRIGHT CORP,2022-03-31,2022-05-05,2022,Q1,0000026324-22-000012,10-Q,4089367000.0,1309875000.0,136682000.0,,448122000.0,,355363000.0,33855000.0,800251000.0,1849420000.0,40685000.0,1458899000.0,523913000.0,2239947000.0,,,
CW,CURTISS WRIGHT CORP,2022-06-30,2022-08-04,2022,Q2,0000026324-22-000023,10-Q,4402528000.0,1438420000.0,171414000.0,,482790000.0,,348062000.0,36130000.0,1059207000.0,1867639000.0,70872000.0,1531999000.0,638873000.0,2534889000.0,,,
CW,CURTISS WRIGHT CORP,2022-09-30,2022-11-03,2022,Q3,0000026324-22-000027,10-Q,4342162000.0,1414676000.0,113552000.0,,503064000.0,,338549000.0,45629000.0,840364000.0,1884243000.0,73768000.0,1512231000.0,618563000.0,2457919000.0,,,
CW,CURTISS WRIGHT CORP,2023-03-31,2023-05-04,2023,Q1,0000026324-23-000007,10-Q,4362125000.0,1446259000.0,130659000.0,,527937000.0,,340313000.0,48624000.0,672190000.0,2054159000.0,56846000.0,1549148000.0,605217000.0,2307966000.0,,,
CW,CURTISS WRIGHT CORP,2023-06-30,2023-08-03,2023,Q2,0000026324-23-000013,10-Q,4441098000.0,1523558000.0,,,545596000.0,,340857000.0,54472000.0,720927000.0,2138264000.0,80999000.0,1555908000.0,589932000.0,2302834000.0,,,
CW,CURTISS WRIGHT CORP,2023-09-30,2023-11-02,2023,Q3,0000026324-23-000015,10-Q,4413955000.0,1545117000.0,,,540180000.0,,334864000.0,40059000.0,775379000.0,2185155000.0,96778000.0,1546669000.0,572348000.0,2228800000.0,,,
CW,CURTISS WRIGHT CORP,2024-03-31,2024-05-02,2024,Q1,0000026324-24-000012,10-Q,4612082000.0,1737216000.0,338034000.0,,553037000.0,,329347000.0,49661000.0,858275000.0,2380179000.0,76495000.0,1552343000.0,542335000.0,2231903000.0,,,
CW,CURTISS WRIGHT CORP,2024-06-30,2024-08-08,2024,Q2,0000026324-24-000037,10-Q,4748194000.0,1835880000.0,,,559142000.0,,326969000.0,49080000.0,896516000.0,2458420000.0,99471000.0,1571004000.0,545448000.0,2289774000.0,,,
CW,CURTISS WRIGHT CORP,2024-09-30,2024-10-31,2024,Q3,0000026324-24-000048,10-Q,4885738000.0,1952083000.0,,,582584000.0,,330292000.0,51693000.0,986655000.0,2490419000.0,111160000.0,1583448000.0,532397000.0,2395319000.0,,,
CW,CURTISS WRIGHT CORP,2025-03-31,2025-05-08,2025,Q1,0000026324-25-000023,10-Q,4951791000.0,1800012000.0,226459000.0,,578103000.0,,349837000.0,55092000.0,953916000.0,2559147000.0,101337000.0,1673608000.0,583115000.0,2392644000.0,,,
CW,CURTISS WRIGHT CORP,2025-06-30,2025-08-07,2025,Q2,0001628280-25-038802,10-Q,5194475000.0,1999720000.0,,,610884000.0,,359683000.0,59626000.0,1026526000.0,2711720000.0,121061000.0,1698642000.0,569566000.0,2482755000.0,,,
CW,CURTISS WRIGHT CORP,2025-09-30,2025-11-06,2025,Q3,0001628280-25-050106,10-Q,5102032000.0,1927126000.0,,,636883000.0,,364188000.0,60622000.0,1101213000.0,2529481000.0,124832000.0,1692772000.0,550202000.0,2572551000.0,,,
GD,GENERAL DYNAMICS CORP,2012-09-30,2012-10-30,2012,Q3,0000040533-12-000007,10-Q,35503000000.0,15593000000.0,2874000000.0,4339000000.0,2661000000.0,,3345000000.0,845000000.0,12193000000.0,14272000000.0,600000000.0,13986000000.0,,,19910000000.0,9038000000.0,
GD,GENERAL DYNAMICS CORP,2013-03-31,2013-04-30,2013,Q1,0000040533-13-000009,10-Q,34609000000.0,16350000000.0,3745000000.0,4261000000.0,2863000000.0,,3374000000.0,1641000000.0,11769000000.0,11582000000.0,571000000.0,11934000000.0,,,18259000000.0,11258000000.0,
GD,GENERAL DYNAMICS CORP,2013-06-30,2013-07-24,2013,Q2,0000040533-13-000013,10-Q,34731000000.0,16538000000.0,3757000000.0,4289000000.0,2935000000.0,,3351000000.0,1663000000.0,11841000000.0,11756000000.0,640000000.0,11909000000.0,,,18193000000.0,11134000000.0,
GD,GENERAL DYNAMICS CORP,2013-09-29,2013-10-23,2013,Q3,0000040533-13-000019,10-Q,35471000000.0,17118000000.0,4065000000.0,4365000000.0,2986000000.0,,3365000000.0,1732000000.0,12065000000.0,12605000000.0,651000000.0,12008000000.0,,,18353000000.0,10801000000.0,
GD,GENERAL DYNAMICS CORP,2014-03-30,2014-04-23,2014,Q1,0000040533-14-000010,10-Q,34382000000.0,16964000000.0,4296000000.0,4286000000.0,2977000000.0,,3408000000.0,880000000.0,12623000000.0,13690000000.0,595000000.0,11946000000.0,,,17418000000.0,8069000000.0,
GD,GENERAL DYNAMICS CORP,2014-06-29,2014-07-23,2014,Q2,0000040533-14-000015,10-Q,34332000000.0,17183000000.0,3841000000.0,4474000000.0,3158000000.0,,3327000000.0,912000000.0,13222000000.0,13119000000.0,541000000.0,11927000000.0,,,17149000000.0,7991000000.0,
GD,GENERAL DYNAMICS CORP,2014-09-28,2014-10-22,2014,Q3,0000040533-14-000025,10-Q,35311000000.0,18169000000.0,5105000000.0,4181000000.0,3139000000.0,,3322000000.0,1135000000.0,14670000000.0,13010000000.0,696000000.0,11756000000.0,,,17142000000.0,7631000000.0,
GD,GENERAL DYNAMICS CORP,2018-09-30,2018-10-24,2018,Q3,0000040533-18-000060,10-Q,46963000000.0,19958000000.0,1010000000.0,3736000000.0,6247000000.0,,4244000000.0,608000000.0,15689000000.0,12755000000.0,851000000.0,19486000000.0,,,27005000000.0,18519000000.0,185000000.0
GD,GENERAL DYNAMICS CORP,2019-03-31,2019-04-24,2019,Q1,0000040533-19-000021,10-Q,47466000000.0,18867000000.0,673000000.0,3718000000.0,6185000000.0,,4054000000.0,2359000000.0,15382000000.0,12234000000.0,745000000.0,19668000000.0,,,28599000000.0,19850000000.0,199000000.0
GD,GENERAL DYNAMICS CORP,2019-06-30,2019-07-24,2019,Q2,0000040533-19-000048,10-Q,48074000000.0,19557000000.0,702000000.0,3673000000.0,6480000000.0,,4091000000.0,2307000000.0,18014000000.0,12234000000.0,806000000.0,19662000000.0,,,28517000000.0,17183000000.0,194000000.0
GD,GENERAL DYNAMICS CORP,2019-09-29,2019-10-23,2019,Q3,0000040533-19-000056,10-Q,48788000000.0,20151000000.0,974000000.0,3489000000.0,6573000000.0,,4217000000.0,2427000000.0,18227000000.0,12877000000.0,913000000.0,19617000000.0,,,28637000000.0,17048000000.0,194000000.0
GD,GENERAL DYNAMICS CORP,2020-03-29,2020-04-29,2020,Q1,0000040533-20-000029,10-Q,53710000000.0,24741000000.0,5330000000.0,3547000000.0,6852000000.0,,4537000000.0,2520000000.0,18440000000.0,13200000000.0,706000000.0,19653000000.0,,,28969000000.0,22070000000.0,201000000.0
GD,GENERAL DYNAMICS CORP,2020-06-28,2020-07-29,2020,Q2,0000040533-20-000057,10-Q,50222000000.0,21135000000.0,2300000000.0,3515000000.0,6666000000.0,,4721000000.0,2451000000.0,16606000000.0,13200000000.0,625000000.0,19718000000.0,,,29087000000.0,19726000000.0,199000000.0
GD,GENERAL DYNAMICS CORP,2020-09-27,2020-10-28,2020,Q3,0000040533-20-000063,10-Q,50258000000.0,20865000000.0,1469000000.0,3863000000.0,6402000000.0,,4863000000.0,2479000000.0,16120000000.0,13890000000.0,834000000.0,19889000000.0,,,29393000000.0,19422000000.0,199000000.0
GD,GENERAL DYNAMICS CORP,2024-03-31,2024-04-24,2024,Q1,0000040533-24-000014,10-Q,55246000000.0,24196000000.0,1036000000.0,3119000000.0,9589000000.0,,6192000000.0,2806000000.0,16790000000.0,21410000000.0,799000000.0,20458000000.0,,,31050000000.0,17046000000.0,191000000.0
GD,GENERAL DYNAMICS CORP,2024-06-30,2024-07-24,2024,Q2,0000040533-24-000035,10-Q,55442000000.0,24312000000.0,1362000000.0,3152000000.0,9686000000.0,,6276000000.0,2852000000.0,18257000000.0,21410000000.0,905000000.0,20452000000.0,,,31130000000.0,15149000000.0,191000000.0
GD,GENERAL DYNAMICS CORP,2024-09-29,2024-10-23,2024,Q3,0000040533-24-000043,10-Q,57312000000.0,25743000000.0,2101000000.0,3165000000.0,10141000000.0,,6324000000.0,2905000000.0,19557000000.0,22036000000.0,930000000.0,20757000000.0,,,31569000000.0,14782000000.0,191000000.0
GD,GENERAL DYNAMICS CORP,2025-03-30,2025-04-23,2025,Q1,0000040533-25-000014,10-Q,56580000000.0,25117000000.0,1242000000.0,3294000000.0,9816000000.0,,6461000000.0,2917000000.0,18760000000.0,22225000000.0,994000000.0,20623000000.0,,,31463000000.0,15595000000.0,209000000.0
GD,GENERAL DYNAMICS CORP,2025-06-29,2025-07-23,2025,Q2,0000040533-25-000035,10-Q,56888000000.0,25066000000.0,1523000000.0,3613000000.0,9889000000.0,,6556000000.0,2953000000.0,18379000000.0,22225000000.0,1014000000.0,20876000000.0,,,31822000000.0,14929000000.0,209000000.0
GD,GENERAL DYNAMICS CORP,2025-09-28,2025-10-24,2025,Q3,0000040533-25-000045,10-Q,57599000000.0,25852000000.0,2520000000.0,3303000000.0,9813000000.0,,6602000000.0,2872000000.0,18464000000.0,23580000000.0,1059000000.0,20871000000.0,,,31747000000.0,14701000000.0,203000000.0
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2011-06-30,2011-08-11,2011,Q2,0001193125-11-219011,10-Q,5937000000.0,1994000000.0,381000000.0,898000000.0,389000000.0,40000000.0,1985000000.0,51000000.0,1184000000.0,1411000000.0,40000000.0,1134000000.0,577000000.0,4526000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2011-09-30,2011-11-10,2011,Q3,0001193125-11-305928,10-Q,5715000000.0,2082000000.0,536000000.0,781000000.0,,34000000.0,1979000000.0,55000000.0,1207000000.0,1155000000.0,-248000000.0,834000000.0,,4560000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2012-03-31,2012-05-09,2012,Q1,0001501585-12-000005,10-Q,5824000000.0,2156000000.0,551000000.0,954000000.0,,32000000.0,2005000000.0,48000000.0,1252000000.0,918000000.0,33000000.0,844000000.0,,4906000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2012-06-30,2012-08-08,2012,Q2,0001501585-12-000020,10-Q,5812000000.0,2167000000.0,669000000.0,878000000.0,,41000000.0,1992000000.0,1653000000.0,1217000000.0,994000000.0,50000000.0,844000000.0,,4818000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2012-09-30,2012-11-08,2012,Q3,0001501585-12-000028,10-Q,5863000000.0,2226000000.0,766000000.0,883000000.0,,31000000.0,1988000000.0,1649000000.0,1239000000.0,1038000000.0,13000000.0,844000000.0,,4825000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2013-03-31,2013-05-08,2013,Q1,0001501585-13-000011,10-Q,6251000000.0,2391000000.0,652000000.0,1199000000.0,,21000000.0,2004000000.0,,1177000000.0,707000000.0,44000000.0,881000000.0,,5544000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2013-06-30,2013-08-07,2013,Q2,0001501585-13-000026,10-Q,6047000000.0,2269000000.0,623000000.0,1101000000.0,,45000000.0,1990000000.0,,1220000000.0,873000000.0,57000000.0,881000000.0,,5174000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2013-09-30,2013-11-07,2013,Q3,0001501585-13-000038,10-Q,6279000000.0,2531000000.0,895000000.0,1055000000.0,,23000000.0,1964000000.0,,1402000000.0,935000000.0,69000000.0,881000000.0,,5344000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2014-03-31,2014-05-08,2014,Q1,0001501585-14-000019,10-Q,6107000000.0,2544000000.0,742000000.0,1299000000.0,,25000000.0,1856000000.0,,1240000000.0,1561000000.0,90000000.0,922000000.0,,4546000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2014-06-30,2014-08-07,2014,Q2,0001501585-14-000034,10-Q,6080000000.0,2327000000.0,592000000.0,1216000000.0,,46000000.0,1850000000.0,,1267000000.0,1569000000.0,100000000.0,1089000000.0,,4511000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2014-09-30,2014-11-06,2014,Q3,0001501585-14-000039,10-Q,6125000000.0,2380000000.0,769000000.0,1144000000.0,,28000000.0,1852000000.0,,1234000000.0,1662000000.0,96000000.0,1086000000.0,,4463000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2015-03-31,2015-05-07,2015,Q1,0001501585-15-000014,10-Q,6319000000.0,2628000000.0,904000000.0,1219000000.0,,37000000.0,1768000000.0,,1332000000.0,1380000000.0,87000000.0,1032000000.0,,4939000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2015-06-30,2015-08-06,2015,Q2,0001501585-15-000027,10-Q,6312000000.0,2694000000.0,960000000.0,1244000000.0,,39000000.0,1757000000.0,,1589000000.0,1485000000.0,156000000.0,973000000.0,,4827000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2015-09-30,2015-11-05,2015,Q3,0001501585-15-000033,10-Q,6042000000.0,2419000000.0,671000000.0,1278000000.0,,36000000.0,1750000000.0,,1294000000.0,1490000000.0,111000000.0,973000000.0,,4552000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2016-03-31,2016-05-05,2016,Q1,0001501585-16-000044,10-Q,5896000000.0,2203000000.0,793000000.0,1086000000.0,,41000000.0,1809000000.0,,1155000000.0,1521000000.0,136000000.0,956000000.0,,4375000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2016-06-30,2016-08-04,2016,Q2,0001501585-16-000060,10-Q,5859000000.0,2197000000.0,852000000.0,1022000000.0,,43000000.0,1813000000.0,,1141000000.0,1612000000.0,133000000.0,956000000.0,,4247000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2016-09-30,2016-11-03,2016,Q3,0001501585-16-000065,10-Q,6008000000.0,2344000000.0,957000000.0,1046000000.0,,73000000.0,1841000000.0,,1228000000.0,1652000000.0,107000000.0,956000000.0,,4356000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2017-03-31,2017-05-04,2017,Q1,0001501585-17-000010,10-Q,6234000000.0,2063000000.0,608000000.0,1178000000.0,,47000000.0,1986000000.0,,1273000000.0,1638000000.0,119000000.0,1234000000.0,,4596000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2017-06-30,2017-08-03,2017,Q2,0001501585-17-000020,10-Q,6190000000.0,2033000000.0,553000000.0,1201000000.0,,75000000.0,2034000000.0,,1247000000.0,1650000000.0,147000000.0,1218000000.0,,4540000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2017-09-30,2017-11-08,2017,Q3,0001501585-17-000026,10-Q,6172000000.0,1939000000.0,499000000.0,1200000000.0,,57000000.0,2093000000.0,,1275000000.0,1712000000.0,149000000.0,1217000000.0,,4460000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2018-03-31,2018-05-03,2018,Q1,0001501585-18-000010,10-Q,6376000000.0,2210000000.0,528000000.0,343000000.0,,87000000.0,2219000000.0,,1463000000.0,1718000000.0,156000000.0,1217000000.0,,4658000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2018-06-30,2018-08-02,2018,Q2,0001501585-18-000027,10-Q,6375000000.0,2152000000.0,398000000.0,364000000.0,,138000000.0,2258000000.0,,1509000000.0,1699000000.0,239000000.0,1217000000.0,,4676000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2018-09-30,2018-11-08,2018,Q3,0001501585-18-000035,10-Q,6199000000.0,1859000000.0,68000000.0,472000000.0,,100000000.0,2332000000.0,,1631000000.0,1825000000.0,229000000.0,1217000000.0,,4374000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2019-03-31,2019-05-02,2019,Q1,0001501585-19-000011,10-Q,7000000000.0,1922000000.0,51000000.0,375000000.0,,119000000.0,2569000000.0,,1960000000.0,1563000000.0,118000000.0,1402000000.0,,5437000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2019-06-30,2019-08-01,2019,Q2,0001501585-19-000021,10-Q,7230000000.0,2123000000.0,29000000.0,564000000.0,,145000000.0,2626000000.0,,1902000000.0,1563000000.0,128000000.0,1403000000.0,,5602000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2019-09-30,2019-11-07,2019,Q3,0001501585-19-000026,10-Q,7184000000.0,2025000000.0,32000000.0,489000000.0,,147000000.0,2700000000.0,,1950000000.0,1628000000.0,154000000.0,1402000000.0,,5479000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2020-03-31,2020-05-07,2020,Q1,0001501585-20-000019,10-Q,7615000000.0,2137000000.0,28000000.0,418000000.0,,40000000.0,2848000000.0,,2080000000.0,1643000000.0,172000000.0,1648000000.0,,5972000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2020-06-30,2020-08-06,2020,Q2,0001501585-20-000035,10-Q,8233000000.0,2739000000.0,631000000.0,494000000.0,,43000000.0,2879000000.0,,2114000000.0,1643000000.0,53000000.0,1576000000.0,,6555000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2020-09-30,2020-11-05,2020,Q3,0001501585-20-000042,10-Q,8445000000.0,2881000000.0,744000000.0,492000000.0,,42000000.0,2907000000.0,,2233000000.0,1678000000.0,222000000.0,1577000000.0,,6565000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2021-03-31,2021-05-06,2021,Q1,0001501585-21-000018,10-Q,8214000000.0,2443000000.0,407000000.0,407000000.0,,66000000.0,2988000000.0,,2290000000.0,1979000000.0,148000000.0,1604000000.0,,6235000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2021-06-30,2021-08-05,2021,Q2,0001501585-21-000029,10-Q,8132000000.0,2317000000.0,348000000.0,443000000.0,,64000000.0,3004000000.0,,2123000000.0,1979000000.0,129000000.0,1604000000.0,,6065000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2021-09-30,2021-11-04,2021,Q3,0001501585-21-000036,10-Q,10400000000.0,2794000000.0,555000000.0,446000000.0,,66000000.0,3043000000.0,,2444000000.0,2067000000.0,147000000.0,2684000000.0,,8211000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2022-03-31,2022-05-05,2022,Q1,0001501585-22-000013,10-Q,10557000000.0,2786000000.0,330000000.0,671000000.0,,77000000.0,3094000000.0,,2421000000.0,2822000000.0,140000000.0,2628000000.0,,7735000000.0,,,
